	EC number
3893	2.6.1.100
3894	2.7.1.15
3895	2.1.1.79
3896	1.2.1.19
3897	2.4.1.102
3898	2.1.1.241
3899	3.5.1.110
3900	2.4.1.46
3901	2.5.1.85
3902	1.8.1.2
3903	1.14.19.52
3904	2.1.1.177
3905	3.1.6.2
3906	2.4.1.302
3907	1.8.5.6
3908	5.3.1.36
3909	3.5.2.6
3910	2.4.1.145
3911	2.1.1.196
3912	4.1.2.43
3913	2.7.7.96
3914	2.3.1.176
3915	1.5.1.36
3916	2.7.9.3
3917	1.4.1.25
3918	3.4.22.1
3919	5.4.99.20
3920	1.1.1.153
3921	3.1.3.54
3922	2.4.1.227
3923	3.1.26.11
3924	1.17.4.4
3925	2.4.1.311
3926	2.3.1.60
3927	1.11.1.11
3928	1.1.99.41
3929	1.14.14.9
3930	1.14.13.9
3931	2.3.1.45
3932	2.7.3.13
3933	5.4.99.46
3934	2.7.8.n3
3935	1.14.14.72
3936	7.5.2.10
3937	4.1.2.56
3938	6.3.2.29
3939	4.3.2.8
3940	3.1.1.94
3941	3.4.24.28
3942	3.1.2.30
3943	1.14.11.37
3944	4.1.3.3
3945	2.4.1.258
3946	4.4.1.22
3947	1.14.19.38
3948	3.5.1.133
3949	4.1.1.84
3950	2.3.2.25
3951	4.1.1.9
3952	4.2.3.141
3953	3.4.24.29
3954	1.14.14.80
3955	5.3.1.4
3956	2.3.1.273
3957	5.5.1.2
3958	2.1.1.305
3959	1.2.1.82
3960	3.5.3.17
3961	2.4.1.175
3962	1.14.20.9
3963	3.1.6.4
3964	2.8.2.21
3965	4.2.1.8
3966	1.14.99.68
3967	1.11.1.24
3968	2.1.1.127
3969	1.14.15.11
3970	1.14.12.24
3971	2.1.1.287
3972	2.3.1.256
3973	4.1.2.21
3974	1.1.1.291
3975	1.13.11.47
3976	2.5.1.117
3977	2.3.1.181
3978	2.5.1.45
3979	2.7.1.196
3980	4.2.3.152
3981	4.2.3.164
3982	2.1.1.266
3983	3.4.11.2
3984	6.6.1.1
3985	1.2.1.84
3986	4.1.3.6
3987	1.8.7.3
3988	1.2.1.41
3989	1.14.14.88
3990	3.4.24.18
3991	6.3.2.n3
3992	6.3.1.2
3993	2.1.1.337
3994	3.9.1.1
3995	1.1.1.347
3996	2.7.1.105
3997	1.2.1.26
3998	2.8.3.13
3999	2.7.2.8
4000	3.5.1.4
4001	1.1.1.192
4002	3.5.99.7
4003	2.3.2.3
4004	4.2.3.116
4005	1.8.7.1
4006	3.1.3.91
4007	2.7.7.65
4008	2.4.1.245
4009	3.4.24.50
4010	2.6.1.44
4011	4.2.3.79
4012	4.2.1.93
4013	1.1.1.285
4014	1.1.1.190
4015	3.5.1.14
4016	1.13.11.20
4017	1.14.14.176
4018	4.2.3.7
4019	2.7.1.90
4020	4.1.1.110
4021	3.6.1.26
4022	2.1.1.250
4023	4.2.2.10
4024	5.1.3.42
4025	5.1.1.2
4026	3.1.3.68
4027	2.7.11.22
4028	2.1.1.255
4029	3.1.4.37
4030	1.1.3.10
4031	5.3.99.9
4032	2.5.1.122
4033	3.2.1.85
4034	5.1.3.29
4035	1.1.1.271
4036	3.2.1.58
4037	5.3.3.8
4038	1.3.3.11
4039	3.2.1.75
4040	1.13.11.63
4041	1.17.2.3
4042	2.4.2.2
4043	2.4.1.133
4044	3.1.1.56
4045	6.2.1.27
4046	1.3.1.103
4047	2.4.1.313
4048	3.4.25.2
4049	2.4.1.361
4050	1.1.99.13
4051	2.7.7.90
4052	1.14.14.162
4053	3.4.14.5
4054	1.14.14.151
4055	5.1.99.4
4056	2.2.1.12
4057	6.2.1.19
4058	2.4.1.129
4059	3.2.1.129
4060	3.3.2.6
4061	1.14.20.10
4062	1.14.15.32
4063	2.1.1.231
4064	1.8.98.2
4065	1.13.12.3
4066	4.2.3.185
4067	1.14.19.n5
4068	3.5.1.91
4069	2.1.1.74
4070	1.14.14.132
4071	2.7.4.29
4072	2.3.1.206
4073	2.1.2.8
4074	4.4.1.3
4075	1.3.1.3
4076	4.2.1.126
4077	5.5.1.1
4078	2.3.1.162
4079	2.4.1.299
4080	4.1.1.83
4081	3.1.1.83
4082	3.2.2.23
4083	2.7.1.1
4084	2.4.1.308
4085	1.3.99.37
4086	2.7.11.13
4087	2.4.1.239
4088	1.14.11.53
4089	2.6.1.40
4090	2.3.2.10
4091	4.2.3.36
4092	3.4.22.60
4093	1.3.1.56
4094	2.3.1.230
4095	1.14.13.92
4096	1.14.14.92
4097	4.2.3.67
4098	2.1.1.80
4099	2.5.1.59
4100	1.17.8.1
4101	4.99.1.9
4102	3.4.17.15
4103	2.3.1.129
4104	1.1.1.265
4105	1.14.19.65
4106	2.5.1.73
4107	1.1.1.250
4108	3.4.24.80
4109	1.13.12.19
4110	1.1.1.317
4111	2.7.1.43
4112	1.14.19.3
4113	7.5.2.4
4114	3.1.26.5
4115	5.5.1.23
4116	1.14.13.216
4117	3.1.6.13
4118	2.4.1.252
4119	2.7.1.51
4120	2.7.8.8
4121	1.13.11.19
4122	2.7.1.227
4123	2.4.1.226
4124	1.13.11.50
4125	6.2.1.54
4126	1.14.13.167
4127	1.2.1.76
4128	4.2.1.163
4129	3.1.3.80
4130	1.1.1.133
4131	3.2.2.24
4132	1.14.14.50
4133	3.2.1.80
4134	1.8.3.4
4135	2.1.1.102
4136	2.4.1.304
4137	1.1.1.318
4138	1.3.8.2
4139	5.4.99.67
4140	1.10.3.15
4141	3.1.1.72
4142	2.7.1.33
4143	1.18.1.4
4144	2.8.3.23
4145	2.8.3.21
4146	1.14.13.231
4147	5.1.1.13
4148	1.2.1.10
4149	2.7.7.79
4150	2.3.1.177
4151	1.1.1.170
4152	1.3.4.1
4153	1.4.1.26
4154	1.14.18.6
4155	3.1.1.7
4156	1.5.1.20
4157	1.1.1.77
4158	3.5.1.76
4159	3.1.31.1
4160	2.5.1.105
4161	2.7.4.21
4162	3.4.21.119
4163	4.1.1.81
4164	4.2.3.73
4165	2.1.1.323
4166	1.3.7.2
4167	6.1.1.4
4168	3.1.3.3
4169	3.5.1.48
4170	4.2.1.127
4171	2.3.1.247
4172	4.2.2.17
4173	4.1.1.116
4174	3.4.21.116
4175	1.1.1.337
4176	4.1.1.36
4177	3.6.1.65
4178	2.6.1.80
4179	3.5.1.93
4180	7.2.2.20
4181	3.2.1.200
4182	3.9.1.2
4183	4.1.1.8
4184	2.6.1.97
4185	3.1.1.8
4186	4.1.1.68
4187	2.7.1.201
4188	2.4.2.17
4189	5.1.3.37
4190	2.3.1.278
4191	1.5.1.8
4192	1.11.1.19
4193	6.2.1.n3
4194	1.8.1.20
4195	3.1.1.81
4196	2.4.1.219
4197	1.4.3.1
4198	3.4.24.58
4199	2.3.1.81
4200	1.14.13.224
4201	5.3.1.5
4202	3.4.24.89
4203	1.5.3.10
4204	4.2.3.114
4205	3.7.1.18
4206	3.6.1.74
4207	4.1.3.34
4208	3.4.21.9
4209	2.5.1.153
4210	2.1.1.320
4211	5.4.99.41
4212	4.2.3.39
4213	2.1.1.335
4214	2.1.1.166
4215	3.2.1.94
4216	1.14.19.9
4217	3.1.1.89
4218	5.1.3.20
4219	2.6.1.9
4220	1.4.3.13
4221	2.8.1.9
4222	3.5.1.25
4223	1.14.13.182
4224	3.1.8.2
4225	3.2.1.48
4226	3.1.21.7
4227	2.4.1.216
4228	4.4.1.21
4229	6.2.1.20
4230	2.3.1.151
4231	2.4.1.19
4232	1.14.14.44
4233	4.2.2.21
4234	1.14.13.179
4235	2.1.1.136
4236	2.4.1.283
4237	3.2.1.199
4238	1.3.1.25
4239	6.3.4.19
4240	2.9.1.1
4241	4.2.1.5
4242	1.14.14.69
4243	2.5.1.91
4244	3.2.1.164
4245	2.4.1.244
4246	2.1.1.60
4247	4.3.3.5
4248	1.23.1.3
4249	1.14.14.43
4250	1.3.1.24
4251	1.7.2.5
4252	1.1.1.209
4253	2.7.1.14
4254	1.1.1.108
4255	6.3.1.5
4256	1.1.1.56
4257	2.1.1.339
4258	3.6.1.17
4259	1.10.5.1
4260	2.7.7.68
4261	1.14.14.131
4262	2.1.1.354
4263	3.6.4.12
4264	3.1.3.29
4265	1.3.99.n1
4266	2.3.1.24
4267	1.1.1.85
4268	4.2.3.128
4269	3.4.21.36
4270	1.14.99.48
4271	6.2.1.14
4272	3.4.21.104
4273	1.1.1.400
4274	1.2.1.65
4275	2.7.1.191
4276	6.3.2.12
4277	2.7.1.192
4278	1.14.13.154
4279	2.5.1.20
4280	3.4.17.12
4281	3.4.17.2
4282	1.4.9.2
4283	4.1.1.112
4284	3.1.2.14
4285	2.7.7.46
4286	1.14.11.32
4287	3.5.4.11
4288	2.6.1.3
4289	2.4.1.368
4290	2.1.1.298
4291	1.13.11.27
4292	7.2.4.1
4293	2.4.1.353
4294	2.5.1.92
4295	2.7.6.3
4296	1.14.11.21
4297	2.5.1.68
4298	1.14.11.2
4299	1.1.1.183
4300	1.13.11.46
4301	1.8.99.5
4302	4.3.3.7
4303	2.1.1.6
4304	1.14.19.2
4305	3.4.22.25
4306	4.2.1.66
4307	1.3.1.74
4308	3.1.1.104
4309	1.7.1.2
4310	2.7.1.214
4311	3.4.24.40
4312	1.1.1.218
4313	1.1.3.46
4314	4.2.3.91
4315	2.7.1.49
4316	3.1.1.47
4317	3.4.14.11
4318	2.3.2.31
4319	2.4.1.26
4320	1.3.1.94
4321	3.13.1.6
4322	3.2.1.52
4323	2.3.1.217
4324	1.14.14.133
4325	5.3.2.5
4326	3.4.21.5
4327	2.5.1.103
4328	2.3.2.36
4329	2.5.1.86
4330	4.6.1.1
4331	4.3.1.9
4332	1.14.19.73
4333	7.2.2.10
4334	1.2.1.58
4335	2.5.1.15
4336	3.4.22.64
4337	1.13.99.1
4338	2.4.1.263
4339	4.2.1.168
4340	1.17.1.5
4341	1.14.12.18
4342	5.6.1.1
4343	2.7.8.46
4344	4.2.3.188
4345	2.5.1.100
4346	1.14.14.41
4347	1.3.8.8
4348	2.7.6.1
4349	1.14.14.124
4350	1.14.12.13
4351	2.4.1.222
4352	1.1.1.210
4353	2.7.7.77
4354	5.3.1.13
4355	1.14.11.59
4356	2.4.1.198
4357	1.14.19.56
4358	1.14.19.67
4359	1.14.14.37
4360	1.3.1.29
4361	5.5.1.14
4362	1.14.15.18
4363	3.13.1.9
4364	2.1.1.319
4365	3.1.1.108
4366	6.1.1.21
4367	2.7.7.50
4368	1.1.1.381
4369	2.8.2.n2
4370	3.2.2.19
4371	2.5.1.48
4372	1.21.98.2
4373	3.4.21.22
4374	2.4.1.370
4375	2.3.1.282
4376	3.4.23.20
4377	3.5.1.28
4378	4.2.1.94
4379	2.3.1.7
4380	1.2.1.62
4381	1.19.1.1
4382	3.1.11.3
4383	2.3.1.231
4384	2.1.1.263
4385	1.5.1.39
4386	2.3.1.204
4387	5.4.99.65
4388	3.4.21.7
4389	1.1.1.386
4390	2.1.1.260
4391	2.4.1.325
4392	3.4.23.42
4393	1.3.3.3
4394	1.8.5.3
4395	1.6.3.5
4396	1.14.99.60
4397	3.4.21.74
4398	3.2.2.16
4399	5.2.1.14
4400	1.13.11.55
4401	2.8.2.8
4402	2.1.1.9
4403	2.1.1.202
4404	2.4.2.44
4405	1.3.1.122
4406	5.3.1.15
4407	2.7.7.15
4408	3.5.1.128
4409	2.7.1.207
4410	3.5.99.11
4411	2.3.1.253
4412	4.2.2.24
4413	3.4.23.51
4414	1.1.1.38
4415	2.5.1.144
4416	2.7.1.218
4417	1.1.1.107
4418	2.4.1.342
4419	1.1.1.211
4420	2.4.1.11
4421	2.6.1.52
4422	5.3.99.7
4423	4.2.3.204
4424	3.1.3.70
4425	4.2.3.190
4426	1.13.11.8
4427	1.3.1.12
4428	2.4.99.16
4429	2.3.3.20
4430	3.1.4.56
4431	2.1.1.8
4432	2.3.1.133
4433	3.4.24.83
4434	4.1.1.46
4435	1.14.99.46
4436	2.1.1.46
4437	1.2.1.32
4438	2.3.1.255
4439	3.4.21.118
4440	2.1.1.1
4441	1.2.7.8
4442	2.4.1.212
4443	2.1.1.195
4444	3.1.3.36
4445	1.2.1.4
4446	1.14.99.38
4447	2.7.1.60
4448	3.6.1.62
4449	1.14.16.1
4450	2.3.2.32
4451	1.2.7.12
4452	5.3.1.29
4453	2.8.3.20
4454	2.3.1.146
4455	1.14.19.69
4456	5.4.99.54
4457	2.8.3.18
4458	7.2.1.1
4459	3.2.1.37
4460	2.1.1.317
4461	2.7.11.33
4462	3.1.4.38
4463	2.3.1.54
4464	1.14.13.50
4465	1.3.1.36
4466	6.3.1.6
4467	2.3.1.211
4468	3.5.1.32
4469	1.20.4.4
4470	1.14.19.4
4471	2.1.1.240
4472	3.6.1.21
4473	1.14.99.29
4474	3.4.24.70
4475	4.3.2.10
4476	1.1.1.342
4477	4.2.3.15
4478	4.2.1.134
4479	1.5.98.2
4480	1.3.1.86
4481	1.1.1.162
4482	2.8.2.33
4483	1.14.99.1
4484	1.13.11.53
4485	1.8.99.2
4486	2.7.4.1
4487	2.3.1.43
4488	4.2.3.84
4489	3.1.4.55
4490	2.7.1.53
4491	5.3.3.18
4492	1.1.1.52
4493	4.1.2.10
4494	7.3.2.3
4495	3.4.24.48
4496	4.2.3.166
4497	1.1.1.179
4498	2.4.1.115
4499	1.14.14.137
4500	2.4.1.316
4501	3.4.16.4
4502	3.1.4.45
4503	6.3.2.31
4504	2.1.1.5
4505	1.2.7.5
4506	3.4.21.120
4507	4.2.1.85
4508	3.5.1.124
4509	2.4.1.69
4510	3.1.3.12
4511	2.1.1.167
4512	4.1.1.6
4513	4.2.3.100
4514	1.3.1.42
4515	5.3.2.8
4516	2.4.1.286
4517	3.5.3.25
4518	2.1.1.208
4519	3.4.24.27
4520	2.7.7.2
4521	3.2.1.209
4522	2.1.1.284
4523	1.5.1.7
4524	2.3.1.209
4525	2.4.1.202
4526	1.14.14.95
4527	3.1.7.11
4528	1.14.11.62
4529	1.7.2.8
4530	2.1.1.342
4531	1.4.3.4
4532	1.14.99.69
4533	1.17.4.1
4534	1.14.14.10
4535	2.3.1.193
4536	3.4.21.63
4537	2.3.1.164
4538	1.14.14.126
4539	1.14.14.122
4540	2.1.1.224
4541	2.4.1.364
4542	1.3.99.16
4543	3.5.1.87
4544	7.2.2.7
4545	1.13.11.43
4546	7.2.2.1
4547	5.3.99.4
4548	3.2.1.214
4549	2.7.11.15
4550	4.2.2.12
4551	4.3.99.4
4552	2.7.1.74
4553	3.2.1.180
4554	2.7.11.8
4555	1.2.1.64
4556	3.2.2.27
4557	5.1.2.3
4558	1.13.12.21
4559	2.2.1.2
4560	2.3.3.13
4561	1.3.99.27
4562	2.7.4.8
4563	5.6.2.1
4564	2.7.1.213
4565	3.5.1.117
4566	1.1.1.193
4567	2.4.1.159
4568	1.2.1.90
4569	1.14.20.5
4570	1.3.1.31
4571	2.8.3.10
4572	1.1.1.401
4573	1.14.13.20
4574	2.6.1.48
4575	2.5.1.107
4576	2.4.1.359
4577	4.5.1.3
4578	1.1.1.48
4579	2.7.7.72
4580	2.4.1.248
4581	6.2.1.30
4582	2.3.1.220
4583	2.7.1.48
4584	3.1.4.17
4585	3.4.14.10
4586	3.4.16.5
4587	7.3.2.4
4588	1.1.1.n11
4589	4.99.1.1
4590	2.1.1.15
4591	2.6.1.76
4592	5.1.1.21
4593	1.8.5.7
4594	2.4.1.293
4595	2.1.1.209
4596	2.1.1.99
4597	2.1.1.38
4598	2.6.1.119
4599	1.1.1.176
4600	7.5.2.8
4601	1.14.13.111
4602	2.4.1.17
4603	2.4.1.203
4604	2.1.1.34
4605	2.3.1.229
4606	3.1.4.46
4607	1.14.13.196
4608	3.4.22.31
4609	5.1.3.4
4610	3.2.1.181
4611	3.3.2.1
4612	2.4.1.128
4613	6.2.1.39
4614	4.1.1.104
4615	2.2.1.7
4616	2.4.1.186
4617	3.5.4.19
4618	2.4.1.272
4619	2.6.1.42
4620	2.7.8.31
4621	1.14.13.180
4622	3.4.21.77
4623	1.14.14.115
4624	3.1.3.4
4625	1.5.8.4
4626	3.6.1.64
4627	2.3.1.174
4628	4.2.3.136
4629	6.3.2.52
4630	3.1.3.86
4631	2.1.1.222
4632	6.2.1.3
4633	1.2.7.6
4634	2.4.1.257
4635	1.1.3.16
4636	7.4.2.12
4637	2.1.1.360
4638	3.6.1.68
4639	2.7.1.23
4640	2.1.1.289
4641	4.1.2.38
4642	3.4.21.103
4643	2.1.1.157
4644	2.4.99.9
4645	3.4.24.84
4646	1.1.99.1
4647	2.5.1.18
4648	1.3.1.20
4649	1.5.1.34
4650	3.1.3.97
4651	1.14.14.118
4652	1.4.3.19
4653	2.4.1.37
4654	2.8.3.25
4655	3.4.22.43
4656	1.14.11.49
4657	2.6.1.90
4658	1.14.14.97
4659	1.2.1.98
4660	3.2.1.183
4661	2.7.3.2
4662	3.5.4.28
4663	1.14.11.67
4664	2.6.1.85
4665	2.7.1.166
4666	3.5.1.82
4667	2.4.1.143
4668	2.1.1.366
4669	1.13.12.20
4670	1.21.4.5
4671	1.1.1.124
4672	2.4.1.152
4673	4.2.1.140
4674	3.3.2.8
4675	2.3.1.168
4676	2.7.1.161
4677	1.5.99.14
4678	1.8.3.7
4679	1.14.14.38
4680	4.4.1.34
4681	2.4.2.42
4682	1.1.2.7
4683	2.3.1.297
4684	3.5.4.16
4685	6.1.1.3
4686	1.14.19.8
4687	6.2.1.43
4688	6.1.1.2
4689	3.5.2.1
4690	4.2.3.60
4691	4.2.1.99
4692	2.7.7.104
4693	5.4.99.55
4694	6.1.1.6
4695	1.16.3.1
4696	3.2.2.22
4697	4.2.1.149
4698	2.5.1.49
4699	4.2.2.1
4700	2.1.1.292
4701	3.5.1.99
4702	2.4.1.221
4703	1.8.98.5
4704	1.2.1.73
4705	4.1.99.1
4706	1.1.1.2
4707	1.5.99.12
4708	4.1.2.40
4709	1.14.14.120
4710	1.3.8.1
4711	3.1.1.85
4712	4.1.2.42
4713	5.3.1.33
4714	3.1.1.29
4715	1.14.99.58
4716	2.8.1.8
4717	3.4.13.18
4718	2.2.1.8
4719	3.4.23.12
4720	1.14.19.39
4721	1.1.1.9
4722	3.5.2.12
4723	1.3.1.77
4724	2.4.1.321
4725	1.14.15.8
4726	2.4.1.284
4727	2.4.1.365
4728	1.21.3.1
4729	2.7.7.71
4730	5.4.3.6
4731	2.1.1.234
4732	3.1.1.114
4733	1.11.2.3
4734	5.4.3.9
4735	3.3.2.13
4736	2.1.1.204
4737	4.1.1.98
4738	3.5.1.42
4739	2.4.1.215
4740	3.5.3.8
4741	1.1.1.12
4742	2.7.8.5
4743	2.5.1.41
4744	3.1.1.3
4745	2.7.1.3
4746	3.5.4.23
4747	3.4.22.37
4748	2.8.5.1
4749	4.3.1.12
4750	1.1.1.110
4751	1.1.1.202
4752	3.1.1.14
4753	4.2.1.152
4754	3.4.21.93
4755	3.4.19.12
4756	2.5.1.79
4757	1.14.14.165
4758	3.4.24.76
4759	4.2.3.2
4760	2.6.1.108
4761	2.6.1.101
4762	1.14.14.149
4763	2.4.1.348
4764	3.4.22.59
4765	2.8.2.29
4766	2.4.1.285
4767	6.2.1.15
4768	3.5.99.9
4769	6.4.1.7
4770	1.14.13.59
4771	1.1.1.371
4772	2.3.1.103
4773	4.2.1.30
4774	2.3.1.274
4775	1.1.1.82
4776	1.1.3.45
4777	1.23.1.2
4778	3.4.24.30
4779	1.1.1.145
4780	2.4.1.9
4781	1.3.98.4
4782	2.7.10.2
4783	1.1.1.349
4784	2.3.1.161
4785	2.6.1.78
4786	4.2.3.169
4787	3.2.1.103
4788	2.7.8.32
4789	3.2.1.86
4790	2.4.1.247
4791	3.5.4.45
4792	4.1.1.76
4793	2.4.1.117
4794	4.2.1.42
4795	3.5.3.1
4796	1.21.99.4
4797	3.4.23.32
4798	4.5.1.1
4799	1.8.98.1
4800	2.1.1.279
4801	3.1.4.57
4802	1.5.1.50
4803	2.7.8.20
4804	3.3.1.2
4805	4.2.3.4
4806	4.3.1.18
4807	4.1.2.19
4808	3.4.22.55
4809	6.4.1.8
4810	2.1.1.206
4811	3.4.21.26
4812	4.2.3.150
4813	3.5.1.89
4814	3.4.24.23
4815	2.1.1.302
4816	3.8.1.8
4817	2.3.1.259
4818	2.3.1.283
4819	1.8.1.15
4820	4.1.1.103
4821	2.3.1.233
4822	2.7.1.20
4823	2.4.1.310
4824	4.2.1.147
4825	1.1.1.403
4826	7.6.2.10
4827	6.3.5.3
4828	2.3.1.175
4829	4.6.1.19
4830	3.4.22.2
4831	6.3.2.7
4832	1.14.17.4
4833	2.4.1.126
4834	1.1.99.18
4835	3.4.24.21
4836	2.6.1.36
4837	1.14.18.3
4838	4.1.2.28
4839	3.1.1.79
4840	7.2.2.11
4841	4.1.3.25
4842	2.7.1.184
4843	2.3.2.16
4844	3.4.17.3
4845	1.1.1.205
4846	3.4.24.39
4847	2.7.1.89
4848	4.2.3.28
4849	2.7.11.11
4850	4.2.3.162
4851	5.4.99.32
4852	3.5.2.9
4853	2.6.1.93
4854	2.6.1.104
4855	2.7.7.53
4856	2.5.1.47
4857	2.1.1.61
4858	1.5.1.10
4859	2.1.1.174
4860	5.4.4.7
4861	3.2.1.162
4862	3.1.1.107
4863	6.3.2.48
4864	4.2.3.197
4865	1.13.11.54
4866	6.2.1.46
4867	3.5.1.134
4868	1.1.1.79
4869	4.2.2.26
4870	1.3.3.15
4871	1.14.14.56
4872	1.21.98.1
4873	1.4.9.1
4874	6.5.1.8
4875	2.6.1.45
4876	3.5.1.106
4877	2.3.1.29
4878	1.11.1.9
4879	2.3.1.216
4880	2.7.7.86
4881	1.2.1.21
4882	4.2.1.84
4883	3.5.1.77
4884	4.2.1.17
4885	4.2.1.6
4886	1.7.1.17
4887	5.1.3.24
4888	4.1.2.58
4889	1.14.14.177
4890	3.1.4.12
4891	1.14.15.28
4892	3.4.14.9
4893	1.1.99.30
4894	4.1.3.36
4895	1.3.8.10
4896	4.1.2.54
4897	1.1.1.n12
4898	1.1.1.6
4899	3.5.1.102
4900	2.8.2.1
4901	4.1.3.44
4902	1.97.1.12
4903	1.14.19.76
4904	2.3.1.279
4905	2.3.1.294
4906	1.14.15.6
4907	2.7.1.40
4908	1.11.1.14
4909	2.7.1.198
4910	3.1.1.13
4911	3.1.3.45
4912	1.3.1.108
4913	5.3.1.1
4914	3.4.22.27
4915	1.1.99.22
4916	2.3.1.223
4917	6.2.1.12
4918	2.3.1.40
4919	4.2.1.80
4920	3.4.22.52
4921	2.5.1.63
4922	2.7.7.64
4923	1.13.11.1
4924	2.3.1.9
4925	4.2.1.53
4926	2.1.1.77
4927	2.3.2.19
4928	2.3.3.10
4929	2.1.1.214
4930	1.2.1.36
4931	2.4.1.367
4932	1.1.1.355
4933	2.3.1.48
4934	3.4.24.49
4935	1.10.3.3
4936	2.7.1.220
4937	3.5.1.116
4938	1.1.1.4
4939	2.4.1.369
4940	3.5.2.20
4941	2.7.1.35
4942	2.7.2.11
4943	3.2.1.1
4944	6.2.1.35
4945	3.5.3.9
4946	2.5.1.94
4947	2.6.1.30
4948	5.3.1.8
4949	2.7.1.195
4950	2.7.1.219
4951	4.2.3.29
4952	3.1.2.20
4953	4.2.1.90
4954	1.8.4.11
4955	2.3.1.41
4956	4.2.3.165
4957	6.3.2.11
4958	2.3.2.24
4959	4.2.1.65
4960	2.5.1.98
4961	4.1.2.53
4962	1.5.1.15
4963	1.2.1.59
4964	1.7.2.1
4965	4.2.3.87
4966	2.4.1.83
4967	4.2.3.172
4968	2.4.1.290
4969	1.1.1.405
4970	2.3.1.51
4971	1.1.1.393
4972	1.14.14.75
4973	2.6.1.95
4974	2.4.1.173
4975	2.5.1.57
4976	2.4.1.41
4977	5.4.2.7
4978	2.5.1.66
4979	3.2.1.207
4980	1.1.1.168
4981	1.13.11.34
4982	4.2.3.156
4983	1.18.1.3
4984	3.5.1.15
4985	6.2.1.34
4986	1.1.1.53
4987	1.4.3.23
4988	7.5.2.13
4989	1.5.5.1
4990	1.13.11.66
4991	4.2.1.49
4992	3.1.2.32
4993	2.1.1.184
4994	7.1.2.1
4995	1.1.1.363
4996	1.3.1.28
4997	1.1.1.14
4998	3.4.21.102
4999	1.14.18.10
5000	4.2.2.25
5001	1.14.19.18
5002	2.1.1.315
5003	1.5.5.2
5004	5.1.1.4
5005	1.14.14.12
5006	3.6.1.54
5007	2.7.4.13
5008	1.11.1.7
5009	3.5.5.7
5010	3.6.1.31
5011	2.7.7.87
5012	2.5.1.25
5013	1.1.1.354
5014	3.1.3.16
5015	2.5.1.2
5016	4.6.1.17
5017	3.4.21.54
5018	4.1.2.55
5019	2.3.1.92
5020	4.2.3.129
5021	1.5.1.42
5022	1.13.12.4
5023	1.4.3.21
5024	1.14.19.66
5025	2.5.1.110
5026	2.4.1.56
5027	2.1.1.327
5028	2.4.1.273
5029	2.7.7.74
5030	1.14.14.23
5031	3.5.3.24
5032	1.1.1.86
5033	1.3.3.4
5034	1.14.14.46
5035	1.1.1.299
5036	6.3.2.30
5037	6.3.1.20
5038	1.4.1.3
5039	1.14.13.233
5040	1.11.1.12
5041	1.1.5.11
5042	2.3.1.208
5043	3.1.1.28
5044	5.4.99.7
5045	1.14.14.111
5046	2.5.1.149
5047	5.1.1.23
5048	6.5.1.4
5049	1.2.3.4
5050	3.7.1.25
5051	1.2.7.10
5052	3.5.1.16
5053	3.3.2.15
5054	1.5.1.49
5055	2.8.1.4
5056	4.2.3.77
5057	2.1.1.229
5058	3.6.1.9
5059	4.2.3.46
5060	3.1.7.2
5061	3.5.1.44
5062	4.2.3.85
5063	1.1.1.263
5064	1.14.14.107
5065	1.16.1.10
5066	2.4.1.354
5067	2.4.2.22
5068	1.14.16.2
5069	1.14.14.150
5070	1.5.1.30
5071	3.1.3.87
5072	6.2.1.48
5073	1.14.18.9
5074	3.5.2.18
5075	1.1.1.175
5076	1.1.1.282
5077	1.8.4.14
5078	1.1.3.20
5079	2.4.1.228
5080	1.1.1.358
5081	4.4.1.25
5082	6.3.5.11
5083	3.4.17.23
5084	2.7.1.81
5085	4.1.1.79
5086	4.3.1.16
5087	4.4.1.19
5088	2.1.3.11
5089	4.2.3.189
5090	5.1.1.3
5091	3.4.22.6
5092	4.2.3.125
5093	2.5.1.55
5094	3.4.21.64
5095	1.14.14.49
5096	1.14.15.31
5097	2.7.8.39
5098	1.11.2.4
5099	6.3.5.4
5100	1.7.7.1
5101	2.7.7.n6
5102	2.7.7.60
5103	3.1.1.95
5104	1.1.1.44
5105	4.1.3.27
5106	2.8.2.24
5107	1.1.1.306
5108	2.5.1.126
5109	2.7.1.173
5110	3.1.4.3
5111	2.7.1.216
5112	1.1.1.346
5113	1.14.14.113
5114	5.4.99.40
5115	1.4.7.1
5116	2.5.1.39
5117	2.1.1.163
5118	3.1.1.6
5119	7.4.2.8
5120	1.2.1.86
5121	2.4.1.335
5122	1.6.3.4
5123	4.4.1.20
5124	1.14.14.42
5125	4.1.1.39
5126	3.4.23.36
5127	2.1.1.143
5128	3.5.1.103
5129	7.1.1.2
5130	3.6.1.59
5131	4.2.1.11
5132	5.1.3.17
5133	6.3.2.20
5134	6.3.1.17
5135	3.4.23.44
5136	3.5.1.121
5137	4.2.1.154
5138	5.3.3.12
5139	1.3.1.14
5140	3.4.21.55
5141	2.7.7.49
5142	2.1.1.88
5143	2.7.1.232
5144	5.3.1.14
5145	1.1.1.362
5146	2.1.1.164
5147	3.2.1.132
5148	2.5.1.76
5149	1.1.1.369
5150	3.2.1.n1
5151	2.3.1.257
5152	2.7.1.63
5153	1.8.98.3
5154	4.1.2.20
5155	2.3.1.184
5156	3.4.23.3
5157	6.2.1.41
5158	3.4.24.42
5159	6.1.1.10
5160	3.1.3.76
5161	7.2.2.14
5162	1.14.14.8
5163	1.8.1.9
